QV-7398,АэроГео,Андорра
eZ-2927,ВИМ-АВИА,Гамбия
HZ-1722,АЛРОСА Авиакомпания АО,Доминиканская Республика
WL-4972,Арго,Канада
NP-8891,Петрозаводск Аэропорт,Американское Самоа
CK-7480,Арго,Италия
GQ-8846,СИБИА,Индонезия
RI-2312,Авиакомпания СОКОЛ,Бурунди
JC-7448,РусЛайн,Бермуды
ND-5392,Псковавиа,Камбоджа
WM-2860,КрасАвиа,Болгария
BF-6148,ВЗЛЕТ НПО, ЗАО,Бангладеш
Ie-8367,Аэрофлот ПАО,Катар
TO-9278,Псковавиа,Бурунди
Je-8334,Россия Авиакомпания АО,Бруней-Даруссалам
DN-5397,Авиакомпания СОКОЛ,Камерун
JW-4130,Ай Флай,Гренада
BU-4089,РусДжет,Кипр
QU-9108,Россия СЛО,Боливия, Многонациональное Государство
YK-5647,Роствертол-Авиа, ЗАО,Босния и Герцеговина
UN-3800,Костромское АП ОАО,Зимбабве
HY-3770,Россия СЛО,Доминиканская Республика
FA-2774,ВОЛГА-ДНЕПР,Гватемала
KA-6679,Авиалифт Владивосток,Иран, Исламская Республика
GX-7436,АТРАН,Бонайре, Саба и Синт-Эстатиус
LR-6679,АЭРОКУЗБАСС,Йемен
MU-6741,РУССЭЙР,Доминиканская Республика
SN-5968,Газпром авиа ООО,Афганистан
TB-8025,Джет Эйр Групп,Бенин
JH-7766,Ангара АК ЗАО,Гвинея-Бисау
QP-5112,Газпром авиа ООО,Габон
ZA-2478,Когалымавиа ООО,Корея, Республика
WY-1377,Аэропорт Оренбург,Босния и Герцеговина
PO-6190,Россия СЛО,Гайана
AT-2096,СиЛА,Багамы
ZY-5564,Комиавиатранс ОАО,Гвинея-Бисау
DK-6601,Ред Вингс АО,Барбадос
RH-2769,СИМАРГЛ,Виргинские острова, Британские
UH-5951,Космос,Ботсвана
MF-3646,РКП «АК «Тува Авиа»,Корея, Народно-Демократическая Республика
UY-5668,Таймыр ОАО,Колумбия
IF-8726,Глобус,Ангилья
PD-2842,Авиасервис (Казань) (ИНН 1624446694),Кокосовые (Килинг) острова
LQ-4887,Аэропорт Оренбург,Камбоджа
VF-4345,Восток,Бразилия
KI-4828,АТРАН,Канада
BY-5208,Дельта К,Колумбия
eT-4168,Конверс Авиа,Бруней-Даруссалам
VU-8636,АЛРОСА Авиакомпания АО,Бутан
VQ-8834,СИРИУС-АЭРО,Доминика
YO-9115,Летные  проверки и системы,Буркина-Фасо
CI-4599,Северо-Запад,Коморы
KI-3306,РУССЭЙР,Ботсвана
IC-4177,Аэропорт Оренбург,Венесуэла Боливарианская Республика
WM-9292,Нордавиа-регион.АЛ,Гана
WV-1998,МАЦ,Бельгия
MQ-5500,Когалымавиа ООО,Виргинские острова, США
SS-8368,Нарьян-Марский ОАО,Джибути
OV-8879,Алтайские Авиалинии,Гренландия
LC-4089,Дальнереченск Авиа,Кокосовые (Килинг) острова
WH-6391,Уктус,Исландия
LH-8861,Бурал,Киргизия
ND-2964,Аэропорт Оренбург,Андорра
PB-5552,Газпром авиа ООО,Индонезия
UC-8452,Авиастар-ТУ,Йемен
CD-3349,Газпром авиа ООО,Абхазия
NW-5343,Россия Авиакомпания АО,Киргизия
eW-5687,Россия СЛО,Вьетнам
He-9153,ВЕКТОР АПК ООО,Иран, Исламская Республика
IL-7926,Таймыр ОАО,Азербайджан
ZT-2706,Таймыр ОАО,Ирак
HV-9635,Бурал,Бельгия
NS-4713,АЗУР эйр,Бенин
SD-5528,Камчатское АП ОАО,Йемен
KV-5027,АРКТИКА,Ангилья
Ie-8627,Абакан Эир,Аргентина
TP-1554,Победа,Израиль
HF-1457,СиЛА,Кения
SJ-9392,Икар ООО,Бразилия
eS-5089,Грозный Авиа ПАО,Замбия
ZB-3568,АэроГео,Барбадос
JN-8729,Космос,Италия
eK-1520,СКОЛ,Бутан
II-4261,РОЯЛ ФЛАЙТ,Гибралтар
KD-7563,Саратовские авиалинии,Гренада
eQ-5375,Восток,Бахрейн
BB-5067,Абакан Эир,Болгария
SX-1488,Ельцовка АП ЗАО,Гвинея
JS-6989,Авиакон Цитотранс,Индия
RS-6758,СКОЛ,Бенин
TX-7204,Роствертол-Авиа, ЗАО,Абхазия
XC-9245,Полярные авиалинии АО,Ирландия
eD-6001,Россия СЛО,Замбия
VO-4964,Авиакон Цитотранс,Болгария
PI-1418,Геликс,Грузия
XH-2254,СКОЛ,Аргентина
VX-8356,Северо-Запад,Гана
DM-2211,Авиакомпания СОКОЛ,Босния и Герцеговина
BB-5721,Оренбургские АЛ АО,Американское Самоа
FP-5142,Вертикаль-Т ООО,Замбия
AD-5974,Уральские авиалинии,Ботсвана
CH-8298,АЭРОКУЗБАСС,Ангола
NG-9916,Вологодское АП,Коморы
XZ-1372,СИБИА,Гватемала
PT-4506,Абакан Эир,Бонайре, Саба и Синт-Эстатиус
BP-9998,Оренбургские АЛ АО,Камбоджа
UH-6223,АЭРОКУЗБАСС,Барбадос
SM-5931,Ельцовка АП ЗАО,Бахрейн
IQ-7910,ЛУКОЙЛ-АВИА ООО,Болгария
eN-9231,Аэросервис (Даг.),Гренландия
CD-8292,Алтайские Авиалинии,Колумбия
YG-7904,БАРКОЛ,Корея, Республика
BJ-2243,Вертикаль-Т ООО,Ангилья
UF-7841,ПАНХ НПК ОАО,Бутан
PM-8349,Сибирь,Кабо-Верде
eN-3254,ИрАэро АК АО,Иордания
IU-5192,РУССЭЙР,Гонконг
VU-9772,Икар ООО,Бахрейн
FC-8038,Аэрофлот ПАО,Гайана
ZT-5621,Газпром авиа ООО,Кипр
CI-6182,Ред Вингс АО,Армения
YQ-9308,Россия СЛО,Замбия
VN-4212,Сибирь,Венесуэла Боливарианская Республика
GS-2484,ЛУКОЙЛ-АВИА ООО,Кения
PH-7459,Летные  проверки и системы,Дания
RZ-5869,Конверс Авиа,Бурунди
TC-6604,Авиакон Цитотранс,Германия
Ae-1119,Вертикаль-Т ООО,Гренада
PP-1222,Оренбургские АЛ АО,Гвинея
CX-7042,Аврора,Индонезия
AR-9461,ВЗЛЕТ НПО, ЗАО,Кирибати
BZ-4042,Костромское АП ОАО,Кипр
DQ-4756,ТУРУХАН,Гуам
JJ-7338,Петрозаводск Аэропорт,Бермуды
WF-1787,Ангара АК ЗАО,Иран, Исламская Республика
MR-2536,Амурская авиабаза,Бонайре, Саба и Синт-Эстатиус
SM-4715,Нарьян-Марский ОАО,Гренландия
Ne-3250,Уральские авиалинии,Иран, Исламская Республика
SX-2195,СИБИА,Китай
WF-8952,Глобус,Бутан
LM-6210,АэроГео,Кирибати
TY-7303,Уральские авиалинии,Гайана
PL-8102,Конверс Авиа,Индонезия
WO-3200,Дальнереченск Авиа,Гвинея-Бисау
eT-8856,Уктус,Гуам
PJ-6258,БАРКОЛ,Антигуа и Барбуда
QW-6363,Ельцовка АП ЗАО,Антарктида
eN-2981,СиЛА,Кирибати
BM-8898,Алтайские Авиалинии,Кирибати
Ze-7902,ИрАэро АК АО,Гренландия
AQ-5355,СИБИА,Венесуэла Боливарианская Республика
VZ-6881,Аэросервис (Чита),Гвинея
NM-4911,АТРАН,Египет
SL-3713,Дельта К,Гренландия
Ie-3587,РОЯЛ ФЛАЙТ,Кипр
YJ-1384,Алтайские Авиалинии,Джибути
WO-4048,Нижневартовскавиа,Британская территория в Индийском океане
WS-9559,Газпром авиа ООО,Китай
SG-3715,ВЗЛЕТ НПО, ЗАО,Израиль
IS-9217,Авиастар-ТУ,Замбия
VN-6793,Костромское АП ОАО,Вьетнам
TA-6460,Казанское авиапредприятие,Западная Сахара
ZP-4423,Ангара АК ЗАО,Конго
JW-5910,Сибирь,Казахстан
CW-9308,АЭРОКУЗБАСС,Абхазия
YB-2798,МЧС России ФГУАП,Американское Самоа
FK-7344,РусЛайн,Американское Самоа
RF-1501,Авиакомпания «Лайт Эйр»,Гвинея-Бисау
ZO-3941,ВОЛГА-ДНЕПР,Австрия
IR-8288,Северный Ветер,Виргинские острова, Британские
FU-6308,АЛРОСА Авиакомпания АО,Венесуэла Боливарианская Республика
AO-2223,Авиа Менеджмент Груп,Гана
AS-5457,Комиавиатранс ОАО,Азербайджан
WG-6917,Сибирь,Индия
ON-3699,АЛРОСА Авиакомпания АО,Гибралтар
XD-3618,Аэросервис (Чита),Доминиканская Республика
RY-9964,Грозный Авиа ПАО,Кокосовые (Килинг) острова
DX-2795,РусЛайн,Гватемала
WX-7620,РУССЭЙР,Гвинея-Бисау
QB-8567,Петрозаводск Аэропорт,Бангладеш
Be-2528,Геликс,Кокосовые (Килинг) острова
WC-3754,Норильск Авиа,Индия
Ce-3308,Глобус,Гваделупа
KK-5902,РусЛайн,Западная Сахара
eU-3449,РУССЭЙР,Гамбия
BX-2993,Сибирь,Австралия
ZK-3819,РКП «АК «Тува Авиа»,Бонайре, Саба и Синт-Эстатиус
CO-7927,ВЕКТОР АПК ООО,Киргизия
QO-6698,СИМАРГЛ,Гренландия
AY-3547,Ай Флай,Британская территория в Индийском океане
MB-3502,ВОЛГА-ДНЕПР,Колумбия
FI-9618,Амур,Гернси
LR-1108,Норильск Авиа,Антигуа и Барбуда
KZ-7717,СИМАРГЛ,Кипр
LR-7322,Глобус,Индонезия
LT-8902,Авиалифт Владивосток,Грузия
VR-9681,Меридиан,Иран, Исламская Республика
XS-5873,Нарьян-Марский ОАО,Ирак
KD-5057,Аэролимузин,Гуам
PX-8008,СиЛА,Габон
MX-2455,Аврора,Гернси
QW-6194,Петрозаводск Аэропорт,Бахрейн
YU-9905,Аэролимузин,Джерси
CF-7123,Бурал,Бутан
SU-3478,Аэрофлот ПАО,Коморы
Fe-1870,Геликс,Кипр
IW-9332,СКОЛ,Армения
VM-3949,Авиашельф,Джерси
SP-9287,СИРИУС-АЭРО,Бурунди
IX-7956,Когалымавиа ООО,Замбия
WK-6024,Норильск Авиа,Австралия
OI-5316,Бурал,Западная Сахара
ZB-3757,Петрозаводск Аэропорт,Камерун
CX-1968,Сибирь,Конго
SG-7174,Алтайские Авиалинии,Армения
RG-1039,Аэропорт Оренбург,Катар
WU-5351,Дальнереченск Авиа,Венесуэла Боливарианская Республика
eW-5270,ПАНХ НПК ОАО,Киргизия
CR-8391,Нарьян-Марский ОАО,Дания
HT-1007,Авиастар-ТУ,Джибути
LX-2402,Арт Авиа,Индонезия
UA-6036,Авиашельф,Армения
JQ-5585,АЗУР эйр,Гонконг
SC-7261,БАРКОЛ,Белиз
MS-6250,Аэросервис (Даг.),Испания
CB-4823,Ай Флай,Бурунди
WF-8057,СиЛА,Йемен
FY-3531,Уктус,Китай
VL-1556,АЗУР эйр,Боливия, Многонациональное Государство
QH-4758,АэроГео,Канада
KO-6515,Тулпар Эйр,Бельгия
FU-5975,СКОЛ,Кения
CG-3316,Авиалифт Владивосток,Джерси
KW-8410,Вертикаль-Т ООО,Западная Сахара
WP-7560,Россия Авиакомпания АО,Абхазия
TG-3118,Арго,Американское Самоа
XF-8268,Аэропорт Оренбург,Дания
QJ-5469,Восток,Гаити
MW-6414,Тулпар Эйр,Кирибати
SZ-7517,Роствертол-Авиа, ЗАО,Кабо-Верде
